Student Name,Favorite Food
Aloysius,Beef
Janine,Pasta
Grier,Mushroom
Rod,Mushroom
Glynnis,Beef
Ker,Beef
Thia,Mushroom
Shaylynn,Mushroom
Monti,Vegetable
Katinka,Beef
Dal,Lobster
Benedikt,Beef
Lela,Pasta
Clive,Beef
Xerxes,Soup
Aurilia,Chicken
Pierce,Mushroom
Trish,Vegetable
Ginelle,Pasta
Issy,Mushroom
Carlen,Chicken
Ced,Mushroom
Sid,Chicken
Venita,Chicken
Markos,Beef
Corine,Chicken
Hurleigh,Pasta
Madeline,Mushroom
Lisle,Vegetable
Rudyard,Vegetable
Conny,Chicken
Trixie,Mushroom
Jacklyn,Mushroom
Cybil,Soup
Juieta,Soup
Gabi,Mushroom
Gardner,Soup
Chanda,Mushroom
Immanuel,Soup
Bernetta,Beef
Shurlock,Mushroom
Louise,Chicken
Pansy,Lobster
Mitchael,Soup
Paco,Beef
Hanson,Chicken
Sibley,Chicken
Robbyn,Pasta
Marena,Chicken
Karyn,Pasta
Randi,Pasta
Midge,Beef
Kirsten,Beef
Flin,Mushroom
Lilias,Vegetable
Klarrisa,Lobster
Theodoric,Vegetable
Adeline,Mushroom
Roseline,Pasta
Brenda,Mushroom
Maisey,Soup
Barron,Mushroom
Rozina,Mushroom
Elnora,Lobster
Talbot,Soup
Cathryn,Mushroom
Dora,Chicken
Callean,Lobster
Caritta,Chicken
Gilligan,Mushroom
Arly,Lobster
Emelen,Mushroom
Shelby,Beef
Murdock,Mushroom
Miles,Lobster
Marylou,Pasta
Christi,Mushroom
Pietro,Soup
Laetitia,Mushroom
Dennison,Lobster
Fernande,Lobster
Alfreda,Mushroom
Berne,Beef
Laryssa,Chicken
Carolyn,Mushroom
Farrell,Vegetable
Hans,Mushroom
Inessa,Beef
Padraic,Mushroom
Karole,Soup
Shelba,Lobster
Stern,Mushroom
Laryssa,Vegetable
Obed,Soup
Nora,Mushroom
Donnamarie,Lobster
Catherine,Mushroom
Eduino,Lobster
Dian,Chicken
Saudra,Chicken
Sibyl,Beef
Tandy,Mushroom
Ursa,Vegetable
Florida,Mushroom
Leesa,Beef
Chalmers,Mushroom
Fannie,Mushroom
Judith,Chicken
Terri,Lobster
Aurthur,Mushroom
Guenna,Lobster
Miguela,Chicken
Shelley,Chicken
Garek,Mushroom
Freddie,Soup
Gloriane,Beef
Lisle,Soup
Nicol,Soup
Chandler,Mushroom
Elnar,Pasta
Ernesto,Beef
Merrilee,Pasta
Aileen,Mushroom
Darby,Vegetable
Sherrie,Beef
Katee,Lobster
Samson,Mushroom
Rachelle,Vegetable
Adair,Chicken
Sylvester,Mushroom
Janella,Beef
Joyann,Mushroom
Malinde,Mushroom
Alice,Mushroom
Mallissa,Mushroom
Deny,Vegetable
Sibyl,Lobster
Ray,Pasta
Marleen,Pasta
Brigida,Chicken
Greta,Lobster
Buddy,Soup
Ursala,Mushroom
Matthiew,Pasta
Kirsten,Pasta
Augustine,Beef
Isabelita,Pasta
Corny,Chicken
Monroe,Pasta
Scarface,Soup
Sigrid,Vegetable
Euell,Pasta
Brendis,Pasta
Sandy,Pasta
Libbey,Mushroom
Hilton,Mushroom
Wait,Mushroom
Peta,Beef
Callean,Mushroom
Rick,Vegetable
Regen,Pasta
Gaspard,Mushroom
Madelina,Lobster
Lindon,Mushroom
Leonhard,Beef
Katey,Chicken
Sherie,Soup
Veronika,Mushroom
Iggy,Lobster
Wendall,Mushroom
Tisha,Chicken
Pollyanna,Pasta
Annnora,Mushroom
Dudley,Pasta
Hayes,Beef
Trip,Mushroom
